case_number,location,total_occupants,total_units,licence_commenced,licence_expires,licence_expires_date,is_active,normalized_address,postcode,house_number,street_name
21/01095/HMOADD,"92A Valentia Road, OX3 7PW",3.0,,2021-10-13,2026-10-12,2026-10-12,True,"92A Valentia Road, Ox3 7Pw",OX3 7PW,92A,Valentia rd
21/01099/HMOADD,"Flat 1, Oakthorpe Mansions, 205 Banbury Road, OX2 7HG",3.0,3.0,2021-09-24,2026-09-23,2026-09-23,True,"Flat 1, Oakthorpe Mansions, 205 Banbury Road, Ox2 7Hg",OX2 7HG,1,Oakthorpe Mansions
21/01102/HMOADD,"7 York Road, OX3 8NR",4.0,4.0,2021-09-06,2026-09-05,2026-09-05,True,"7 York Road, Ox3 8Nr",OX3 8NR,7,York rd
21/01110/HMOADD,"15 Hobson Road, OX2 7JX",4.0,4.0,2021-10-13,2026-10-12,2026-10-12,True,"15 Hobson Road, Ox2 7Jx",OX2 7JX,15,Hobson rd
21/01113/HMOADD,"18 Abbey Road, OX2 0AE",4.0,,2021-10-13,2026-10-12,2026-10-12,True,"18 Abbey Road, Ox2 0Ae",OX2 0AE,18,Abbey rd
21/01114/HMOADD,"107 St Mary's Road, OX4 1QD",4.0,4.0,2021-09-27,2026-09-26,2026-09-26,True,"107 St Mary'S Road, Ox4 1Qd",OX4 1QD,107,st Mary'S rd
21/01120/HMOADD,"8 Randolph Street, OX4 1XY",4.0,,2021-10-13,2026-10-12,2026-10-12,True,"8 Randolph Street, Ox4 1Xy",OX4 1XY,8,Randolph st
21/01123/HMOADD,312 Cowley Road,4.0,,2021-10-13,2026-10-12,2026-10-12,True,312 Cowley Road,,312,Cowley rd
21/01126/HMOADD,"Flat H, 217 Cowley Road, OX4 1XG",3.0,,2021-10-14,2026-10-13,2026-10-13,True,"Flat H, 217 Cowley Road, Ox4 1Xg",OX4 1XG,217,Cowley rd
21/01128/HMOADD,"3 Osney Lane, OX1 1NJ",4.0,4.0,2021-10-13,2026-10-12,2026-10-12,True,"3 Osney Lane, Ox1 1Nj",OX1 1NJ,3,Osney ln
21/01134/HMOADD,"23 Jeune Street, OX4 1BN",4.0,,2021-10-15,2026-10-14,2026-10-14,True,"23 Jeune Street, Ox4 1Bn",OX4 1BN,23,Jeune st
21/01142/HMOADD,"15 Crotch Crescent, OX3 0JL",3.0,,2021-10-14,2026-10-13,2026-10-13,True,"15 Crotch Crescent, Ox3 0Jl",OX3 0JL,15,Crotch Crescent
21/01144/HMOADD,"25 Bath Street, OX4 1AY",3.0,3.0,2021-09-27,2026-09-26,2026-09-26,True,"25 Bath Street, Ox4 1Ay",OX4 1AY,25,Bath st
21/01155/HMOADD,"63 Juxon Street, OX2 6DJ",3.0,,2021-10-14,2026-10-13,2026-10-13,True,"63 Juxon Street, Ox2 6Dj",OX2 6DJ,63,Juxon st
21/01161/HMOADD,"2A Kingston Road, OX2 6EF",3.0,,2021-10-14,2026-10-13,2026-10-13,True,"2A Kingston Road, Ox2 6Ef",OX2 6EF,2A,Kingston rd
21/01163/HMOADD,"110 Bridge Street, OX2 0DH",3.0,3.0,2021-10-14,2026-10-13,2026-10-13,True,"110 Bridge Street, Ox2 0Dh",OX2 0DH,110,Bridge st
21/01165/HMOADD,"23 Stable Close, OX1 2RF",3.0,,2021-10-14,2026-10-13,2026-10-13,True,"23 Stable Close, Ox1 2Rf",OX1 2RF,23,Stable cl
21/01175/HMOADD,"2 Monard Terrace, Denmark Street, OX4 1QR",3.0,,2021-10-15,2026-10-14,2026-10-14,True,"2 Monard Terrace, Denmark Street, Ox4 1Qr",OX4 1QR,2,Monard Terrace
21/01197/HMOADD,"42 Mill Street, OX2 0AL",4.0,,2021-10-15,2026-10-14,2026-10-14,True,"42 Mill Street, Ox2 0Al",OX2 0AL,42,Mill st
21/01198/HMOADD,"9 Lamarsh Road, OX2 0LD",3.0,,2021-10-18,2026-10-17,2026-10-17,True,"9 Lamarsh Road, Ox2 0Ld",OX2 0LD,9,Lamarsh rd
21/01201/HMOADD,"42 Hollow Way, OX4 2NQ",4.0,,2021-10-21,2026-10-20,2026-10-20,True,"42 Hollow Way, Ox4 2Nq",OX4 2NQ,42,Hollow Way
21/01206/HMOADD,"26 Binsey Lane, OX2 0EX",4.0,4.0,2021-10-18,2026-10-17,2026-10-17,True,"26 Binsey Lane, Ox2 0Ex",OX2 0EX,26,Binsey ln
21/01207/HMOMAN,"26 Reliance Way, OX4 2FU",6.0,6.0,2021-02-05,2026-02-04,2026-02-04,True,"26 Reliance Way, Ox4 2Fu",OX4 2FU,26,Reliance Way
21/01208/HMOADD,"3 Monard Terrace, Denmark Street, OX4 1QR",3.0,,2021-10-15,2026-10-14,2026-10-14,True,"3 Monard Terrace, Denmark Street, Ox4 1Qr",OX4 1QR,3,Monard Terrace
21/01209/HMOADD,"14 Rewley Road, OX1 2RD",4.0,4.0,2021-10-18,2026-10-17,2026-10-17,True,"14 Rewley Road, Ox1 2Rd",OX1 2RD,14,Rewley rd
21/01210/HMOADD,"40 Rewley Road, OX1 2RQ",3.0,,2021-10-18,2026-10-17,2026-10-17,True,"40 Rewley Road, Ox1 2Rq",OX1 2RQ,40,Rewley rd
21/01214/HMOADD,"1 Rickyard Close, OX1 2RE",4.0,,2021-10-18,2026-10-17,2026-10-17,True,"1 Rickyard Close, Ox1 2Re",OX1 2RE,1,Rickyard cl
21/01279/HMOADD,"369 Iffley Road, OX4 4DP",4.0,4.0,2021-07-02,2026-07-01,2026-07-01,True,"369 Iffley Road, Ox4 4Dp",OX4 4DP,369,Iffley rd
21/01283/HMOMAN,"20 Hendred Street, OX4 2ED",5.0,,2021-07-02,2026-07-01,2026-07-01,True,"20 Hendred Street, Ox4 2Ed",OX4 2ED,20,Hendred st
21/01289/HMOADD,"4 Monard Terrace, Denmark Street, OX4 1QR",3.0,,2021-10-15,2026-10-14,2026-10-14,True,"4 Monard Terrace, Denmark Street, Ox4 1Qr",OX4 1QR,4,Monard Terrace
21/01295/HMOADD,"6 Monard Terrace, Denmark Street, OX4 1QR",3.0,,2021-10-18,2026-10-17,2026-10-17,True,"6 Monard Terrace, Denmark Street, Ox4 1Qr",OX4 1QR,6,Monard Terrace
21/01326/HMOMAN,"36 Horwood Close, Headington, OX3 7RF",6.0,6.0,2021-06-30,2026-06-29,2026-06-29,True,"36 Horwood Close, Headington, Ox3 7Rf",OX3 7RF,36,Horwood cl
21/01349/HMOADD,"7 Monard Terrace, Denmark Street, OX4 1QR",3.0,,2021-10-18,2026-10-17,2026-10-17,True,"7 Monard Terrace, Denmark Street, Ox4 1Qr",OX4 1QR,7,Monard Terrace
21/01351/HMOADD,"26 Canal Street, OX2 6BH",3.0,,2021-10-18,2026-10-17,2026-10-17,True,"26 Canal Street, Ox2 6Bh",OX2 6BH,26,Canal st
21/01366/HMOADD,"24 Union Street, OX4 1JP",4.0,4.0,2021-10-19,2026-10-18,2026-10-18,True,"24 Union Street, Ox4 1Jp",OX4 1JP,24,Union st
21/01367/HMOADD,"28 Cowley Road, OX4 1HZ",4.0,4.0,2021-10-19,2026-10-18,2026-10-18,True,"28 Cowley Road, Ox4 1Hz",OX4 1HZ,28,Cowley rd
21/01370/HMOADD,"31 Leopold Street, OX4 1PU",4.0,4.0,2021-11-15,2026-11-14,2026-11-14,True,"31 Leopold Street, Ox4 1Pu",OX4 1PU,31,Leopold st
21/01373/HMOADD,"45 Hendred Street, OX4 2EE",4.0,,2021-10-20,2026-10-19,2026-10-19,True,"45 Hendred Street, Ox4 2Ee",OX4 2EE,45,Hendred st
21/01375/HMOADD,"45 Howard Street, OX4 3AY",4.0,,2021-10-20,2026-10-19,2026-10-19,True,"45 Howard Street, Ox4 3Ay",OX4 3AY,45,Howard st
21/01376/HMOADD,"54 Hill View Road, OX2 0BZ",3.0,3.0,2021-10-20,2026-10-19,2026-10-19,True,"54 Hill View Road, Ox2 0Bz",OX2 0BZ,54,Hill View rd
21/01387/HMOADD,"39 Stockmore Street, OX4 1JT",4.0,4.0,2021-10-19,2026-10-18,2026-10-18,True,"39 Stockmore Street, Ox4 1Jt",OX4 1JT,39,Stockmore st
21/01416/HMOADD,"23 Wharf House, Juxon Street, OX2 6DU",3.0,3.0,2021-10-20,2026-10-19,2026-10-19,True,"23 Wharf House, Juxon Street, Ox2 6Du",OX2 6DU,23,Wharf House
21/01419/HMOADD,"24 Wharf House, Juxon Street, OX2 6DU",3.0,,2021-10-20,2026-10-19,2026-10-19,True,"24 Wharf House, Juxon Street, Ox2 6Du",OX2 6DU,24,Wharf House
21/01420/HMOADD,"25 Wharf House, Juxon Street, OX2 6DU",3.0,3.0,2021-10-20,2026-10-19,2026-10-19,True,"25 Wharf House, Juxon Street, Ox2 6Du",OX2 6DU,25,Wharf House
21/01422/HMOADD,"6 Charles Street, OX4 3AS",4.0,4.0,2021-10-05,2026-10-04,2026-10-04,True,"6 Charles Street, Ox4 3As",OX4 3AS,6,Charles st
21/01424/HMOADD,"6 Walton Well Road, OX2 6ED",4.0,5.0,2021-10-20,2026-10-19,2026-10-19,True,"6 Walton Well Road, Ox2 6Ed",OX2 6ED,6,Walton Well rd
21/01439/HMOADD,"20A Walton Well Road, OX2 6ED",3.0,,2021-10-20,2026-10-19,2026-10-19,True,"20A Walton Well Road, Ox2 6Ed",OX2 6ED,20A,Walton Well rd
21/01440/HMOADD,"61 Great Clarendon Street, OX2 6AX",3.0,3.0,2021-10-05,2026-10-04,2026-10-04,True,"61 Great Clarendon Street, Ox2 6Ax",OX2 6AX,61,Great Clarendon st
21/01444/HMOADD,"11B Walton Well Road, OX2 6ED",3.0,,2021-10-20,2026-10-19,2026-10-19,True,"11B Walton Well Road, Ox2 6Ed",OX2 6ED,11B,Walton Well rd
21/01447/HMOADD,"Basement And Ground Floor Maisonette, 20 Walton Well R",3.0,,2021-10-20,2026-10-19,2026-10-19,True,"Basement And Ground Floor Maisonette, 20 Walton Well R",,,Basement And Ground Floor Maisonette
21/01449/HMOADD,"26B Walton Well Road, OX2 6ED",4.0,,2021-10-20,2026-10-19,2026-10-19,True,"26B Walton Well Road, Ox2 6Ed",OX2 6ED,26B,Walton Well rd
21/01466/HMOADD,"10 Charles Street, OX4 3AS",4.0,4.0,2021-10-22,2026-10-21,2026-10-21,True,"10 Charles Street, Ox4 3As",OX4 3AS,10,Charles st
21/01473/HMOADD,"85A Walton Street, OX2 6EA",4.0,,2021-10-08,2026-10-07,2026-10-07,True,"85A Walton Street, Ox2 6Ea",OX2 6EA,85A,Walton st
21/01478/HMOADD,"77 East Avenue, OX4 1XR",4.0,4.0,2021-10-21,2026-10-20,2026-10-20,True,"77 East Avenue, Ox4 1Xr",OX4 1XR,77,East ave
21/01487/HMOADD,"85B Walton Street, OX2 6EA",4.0,,2021-10-08,2026-10-07,2026-10-07,True,"85B Walton Street, Ox2 6Ea",OX2 6EA,85B,Walton st
21/01499/HMOADD,"23 Boulter Street, OX4 1AX",4.0,,2021-10-07,2026-10-06,2026-10-06,True,"23 Boulter Street, Ox4 1Ax",OX4 1AX,23,Boulter st
21/01502/HMOADD,"3 Lyndworth Mews, OX3 9HJ",4.0,,2021-10-07,2026-10-06,2026-10-06,True,"3 Lyndworth Mews, Ox3 9Hj",OX3 9HJ,3,Lyndworth Mews
21/01514/HMOMAN,"3 Regent Street, OX4 1QU",6.0,6.0,2021-07-28,2026-07-27,2026-07-27,True,"3 Regent Street, Ox4 1Qu",OX4 1QU,3,Regent st
21/01518/HMOMAN,"8 Bartlemas Road, OX4 1XX",6.0,,2021-07-29,2026-07-28,2026-07-28,True,"8 Bartlemas Road, Ox4 1Xx",OX4 1XX,8,Bartlemas rd
21/01540/HMOADD,"20 Shirelake Close, OX1 1SN",3.0,3.0,2021-07-11,2026-07-10,2026-07-10,True,"20 Shirelake Close, Ox1 1Sn",OX1 1SN,20,Shirelake cl
21/01546/HMOADD,"Flat A, 37 Walton Well Road, OX2 6ED",3.0,3.0,2021-10-26,2026-10-25,2026-10-25,True,"Flat A, 37 Walton Well Road, Ox2 6Ed",OX2 6ED,,Walton Well rd
21/01551/HMOADD,"149 Hollow Way, OX4 2NE",4.0,4.0,2021-10-07,2026-10-06,2026-10-06,True,"149 Hollow Way, Ox4 2Ne",OX4 2NE,149,Hollow Way
21/01555/HMOADD,"72 Essex Street, OX4 3AW",4.0,4.0,2021-10-08,2026-10-07,2026-10-07,True,"72 Essex Street, Ox4 3Aw",OX4 3AW,72,Essex st
21/01557/HMOADD,"8 Howard Street, OX4 3BE",4.0,4.0,2021-10-08,2026-10-07,2026-10-07,True,"8 Howard Street, Ox4 3Be",OX4 3BE,8,Howard st
21/01558/HMOADD,"39A Walton Well Road, OX2 6ED",3.0,,2021-10-11,2026-10-10,2026-10-10,True,"39A Walton Well Road, Ox2 6Ed",OX2 6ED,39A,Walton Well rd
21/01559/HMOADD,"70 Essex Street, OX4 3AW",3.0,3.0,2021-10-08,2026-10-07,2026-10-07,True,"70 Essex Street, Ox4 3Aw",OX4 3AW,70,Essex st
21/01566/HMOADD,41B Walton Well Road,3.0,,2021-10-11,2026-10-10,2026-10-10,True,41B Walton Well Road,,41B,Walton Well
21/01567/HMOADD,"43B Walton Well Road, OX2 6ED",4.0,,2021-10-26,2026-10-25,2026-10-25,True,"43B Walton Well Road, Ox2 6Ed",OX2 6ED,43B,Walton Well rd
21/01569/HMOADD,"62 Juxon Street, OX2 6DJ",3.0,,2021-10-11,2026-10-10,2026-10-10,True,"62 Juxon Street, Ox2 6Dj",OX2 6DJ,62,Juxon st
21/01571/HMOADD,"65 East Avenue, OX4 1XR",4.0,4.0,2021-10-08,2026-10-07,2026-10-07,True,"65 East Avenue, Ox4 1Xr",OX4 1XR,65,East ave
21/01574/HMOADD,"119 Old Road, Headington, OX3 8SX",4.0,4.0,2021-10-29,2026-10-28,2026-10-28,True,"119 Old Road, Headington, Ox3 8Sx",OX3 8SX,119,Old rd
21/01577/HMOADD,"8 Temple Mews, 6 Temple Road, OX4 2DY",4.0,,2021-10-11,2026-10-10,2026-10-10,True,"8 Temple Mews, 6 Temple Road, Ox4 2Dy",OX4 2DY,8,Temple Mews
21/01578/HMOADD,"19 Cross Street, OX4 1BZ",3.0,,2021-08-10,2026-08-09,2026-08-09,True,"19 Cross Street, Ox4 1Bz",OX4 1BZ,19,Cross st
21/01579/HMOADD,"1 Newton Road, OX1 4PT",4.0,4.0,2021-10-12,2026-10-11,2026-10-11,True,"1 Newton Road, Ox1 4Pt",OX1 4PT,1,Newton rd
21/01584/HMOADD,"86 Hugh Allen Crescent, OX3 0HN",4.0,,2021-10-12,2026-10-11,2026-10-11,True,"86 Hugh Allen Crescent, Ox3 0Hn",OX3 0HN,86,Hugh Allen Crescent
21/01585/HMOADD,"9 Crown Street, OX4 1QG",4.0,4.0,2021-10-08,2026-10-07,2026-10-07,True,"9 Crown Street, Ox4 1Qg",OX4 1QG,9,Crown st
21/01592/HMOMAN,"17 Buckingham Street, OX1 4LH",6.0,,2021-11-07,2026-11-06,2026-11-06,True,"17 Buckingham Street, Ox1 4Lh",OX1 4LH,17,Buckingham st
21/01595/HMOADD,"5 Lime Walk, OX3 7AB",3.0,,2021-10-12,2026-10-11,2026-10-11,True,"5 Lime Walk, Ox3 7Ab",OX3 7AB,5,Lime Walk
21/01603/HMOADD,"64 Great Clarendon Street, OX2 6AX",3.0,,2021-10-15,2026-10-14,2026-10-14,True,"64 Great Clarendon Street, Ox2 6Ax",OX2 6AX,64,Great Clarendon st
21/01623/HMOADD,"Flat 2, The Old Bakery, 54-57 St Thomas Street, OX1 1JP",4.0,4.0,2021-10-13,2026-10-12,2026-10-12,True,"Flat 2, The Old Bakery, 54-57 St Thomas Street, Ox1 1Jp",OX1 1JP,2,The Old Bakery
21/01628/HMOADD,"61 Bullingdon Road, OX4 1QL",4.0,,2021-10-12,2026-10-11,2026-10-11,True,"61 Bullingdon Road, Ox4 1Ql",OX4 1QL,61,Bullingdon rd
21/01633/HMOADD,"57 Mayfair Road, OX4 3SR",4.0,4.0,2021-07-04,2026-10-04,2026-10-04,True,"57 Mayfair Road, Ox4 3Sr",OX4 3SR,57,Mayfair rd
21/01640/HMOADD,"19 East Avenue, OX4 1XP",4.0,4.0,2021-10-12,2026-10-10,2026-10-10,True,"19 East Avenue, Ox4 1Xp",OX4 1XP,19,East ave
21/01671/HMOMAN,"37 Thames View Road, OX4 4TQ",5.0,,2021-07-16,2026-07-15,2026-07-15,True,"37 Thames View Road, Ox4 4Tq",OX4 4TQ,37,Thames View rd
21/01676/HMOADD,"24 Canal Street, OX2 6BH",4.0,,2021-10-15,2026-10-14,2026-10-14,True,"24 Canal Street, Ox2 6Bh",OX2 6BH,24,Canal st
21/01689/HMOADD,"6 Cranston Court, Rose Hill, OX4 4HR",3.0,4.0,2021-10-26,2026-10-25,2026-10-25,True,"6 Cranston Court, Rose Hill, Ox4 4Hr",OX4 4HR,6,Cranston ct
21/01724/HMOADD,"5 Bankside, OX3 8LT",4.0,,2021-11-02,2026-11-01,2026-11-01,True,"5 Bankside, Ox3 8Lt",OX3 8LT,5,Bankside
21/01729/HMOADD,"2A Charles Street, OX4 3AS",3.0,,2022-01-24,2027-01-23,2027-01-23,True,"2A Charles Street, Ox4 3As",OX4 3AS,2A,Charles st
21/01751/HMOADD,"3 Franklin Road, OX3 7RZ",4.0,4.0,2021-11-04,2026-11-03,2026-11-03,True,"3 Franklin Road, Ox3 7Rz",OX3 7RZ,3,Franklin rd
21/01754/HMOADD,"Flat D, 217 Cowley Road, OX4 1XG",3.0,,2021-10-13,2026-10-12,2026-10-12,True,"Flat D, 217 Cowley Road, Ox4 1Xg",OX4 1XG,217,Cowley rd
21/01770/HMOADD,"Flat 28, The Old Bakery, 54-57 St Thomas Street, OX1 1JP",3.0,,2021-10-14,2026-10-13,2026-10-13,True,"Flat 28, The Old Bakery, 54-57 St Thomas Street, Ox1 1Jp",OX1 1JP,28,The Old Bakery
21/01780/HMOADD,"7 Harpsichord Place, OX4 1BX",4.0,4.0,2022-01-17,2027-01-16,2027-01-16,True,"7 Harpsichord Place, Ox4 1Bx",OX4 1BX,7,Harpsichord pl
21/01786/HMOADD,"10 Lyndworth Mews, OX3 9HJ",4.0,4.0,2021-10-18,2026-10-17,2026-10-17,True,"10 Lyndworth Mews, Ox3 9Hj",OX3 9HJ,10,Lyndworth Mews
21/01805/HMOADD,"7 Kirby Place, OX4 2RX",4.0,4.0,2021-10-04,2026-10-03,2026-10-03,True,"7 Kirby Place, Ox4 2Rx",OX4 2RX,7,Kirby pl
21/01807/HMOADD,"17 Kirby Place, Cowley, OX4 2RX",4.0,4.0,2021-10-04,2026-10-03,2026-10-03,True,"17 Kirby Place, Cowley, Ox4 2Rx",OX4 2RX,17,Kirby pl
21/01810/HMOMAN,"163 Woodstock Road, OX2 7NA",22.0,21.0,2022-03-08,2027-03-07,2027-03-07,True,"163 Woodstock Road, Ox2 7Na",OX2 7NA,163,Woodstock rd
21/01811/HMOADD,"20 Kirby Place, Cowley, OX4 2RX",4.0,4.0,2021-10-04,2026-10-03,2026-10-03,True,"20 Kirby Place, Cowley, Ox4 2Rx",OX4 2RX,20,Kirby pl
21/01812/HMOADD,"38 Mortimer Drive, OX3 0RT",4.0,,2021-10-26,2026-10-25,2026-10-25,True,"38 Mortimer Drive, Ox3 0Rt",OX3 0RT,38,Mortimer dr
21/01813/HMOADD,"10 Kirby Place, OX4 2RX",3.0,3.0,2021-10-04,2026-10-03,2026-10-03,True,"10 Kirby Place, Ox4 2Rx",OX4 2RX,10,Kirby pl
21/01814/HMOADD,"11 Kirby Place, OX4 2RX",3.0,3.0,2021-10-04,2026-10-03,2026-10-03,True,"11 Kirby Place, Ox4 2Rx",OX4 2RX,11,Kirby pl
21/01825/HMOADD,"56 Abbey Road, OX2 0AG",3.0,3.0,2021-10-12,2026-10-11,2026-10-11,True,"56 Abbey Road, Ox2 0Ag",OX2 0AG,56,Abbey rd
21/01838/HMOADD,"Flat 2, Oakthorpe Mansions, 205 Banbury Road, OX2 7HG",3.0,,2021-10-19,2026-10-18,2026-10-18,True,"Flat 2, Oakthorpe Mansions, 205 Banbury Road, Ox2 7Hg",OX2 7HG,2,Oakthorpe Mansions
21/01841/HMOADD,"Flat 3, Oakthorpe Mansions, 205 Banbury Road, OX2 7HG",3.0,,2021-10-21,2026-10-20,2026-10-20,True,"Flat 3, Oakthorpe Mansions, 205 Banbury Road, Ox2 7Hg",OX2 7HG,3,Oakthorpe Mansions
21/01849/HMOADD,"Flat 4, Oakthorpe Mansions, 205 Banbury Road, OX2 7HG",3.0,,2021-10-21,2026-10-20,2026-10-20,True,"Flat 4, Oakthorpe Mansions, 205 Banbury Road, Ox2 7Hg",OX2 7HG,4,Oakthorpe Mansions
21/01856/HMOADD,"16 Essex Street, OX4 3AW",4.0,4.0,2021-10-13,2026-10-12,2026-10-12,True,"16 Essex Street, Ox4 3Aw",OX4 3AW,16,Essex st
21/01863/HMOADD,"7 Meadow Lane, OX4 1TL",4.0,3.0,2021-11-03,2026-11-02,2026-11-02,True,"7 Meadow Lane, Ox4 1Tl",OX4 1TL,7,Meadow ln
21/01870/HMOADD,"31 Southfield Road, OX4 1NX",4.0,4.0,2021-10-26,2026-10-25,2026-10-25,True,"31 Southfield Road, Ox4 1Nx",OX4 1NX,31,Southfield rd
21/01876/HMOADD,"54 Windmill Road, OX3 7BX",4.0,4.0,2021-10-14,2026-10-13,2026-10-13,True,"54 Windmill Road, Ox3 7Bx",OX3 7BX,54,Windmill rd
21/01878/HMOADD,"57 Mark Road, OX3 8PB",4.0,4.0,2021-10-15,2026-10-14,2026-10-14,True,"57 Mark Road, Ox3 8Pb",OX3 8PB,57,Mark rd
21/01879/HMOADD,"30 Headley Way, OX3 0LU",4.0,4.0,2021-10-14,2026-10-13,2026-10-13,True,"30 Headley Way, Ox3 0Lu",OX3 0LU,30,Headley Way
21/01883/HMOADD,"253A Banbury Road, OX2 7HN",4.0,3.0,2021-10-29,2026-10-28,2026-10-28,True,"253A Banbury Road, Ox2 7Hn",OX2 7HN,253A,Banbury rd
21/01897/HMOADD,"209B Cowley Road, OX4 1XF",4.0,4.0,2021-10-15,2026-10-14,2026-10-14,True,"209B Cowley Road, Ox4 1Xf",OX4 1XF,209B,Cowley rd
21/01899/HMOADD,"6 Ablett Close, OX4 1XH",3.0,3.0,2021-10-18,2026-10-17,2026-10-17,True,"6 Ablett Close, Ox4 1Xh",OX4 1XH,6,Ablett cl
21/01901/HMOADD,"9 Meadow Lane, OX4 1TL",4.0,4.0,2022-01-25,2027-01-24,2027-01-24,True,"9 Meadow Lane, Ox4 1Tl",OX4 1TL,9,Meadow ln
21/01904/HMOADD,"96 East Avenue, OX4 1XR",4.0,4.0,2021-10-21,2026-10-20,2026-10-20,True,"96 East Avenue, Ox4 1Xr",OX4 1XR,96,East ave
21/01907/HMOADD,"17 Essex Street, OX4 3AW",4.0,4.0,2021-10-14,2026-10-13,2026-10-13,True,"17 Essex Street, Ox4 3Aw",OX4 3AW,17,Essex st
21/01909/HMOADD,"116 Marlborough Road, OX1 4LS",4.0,4.0,2021-10-14,2026-10-13,2026-10-13,True,"116 Marlborough Road, Ox1 4Ls",OX1 4LS,116,Marlborough rd
21/01911/HMOADD,"7 Bridge Street, OX2 0BA",4.0,4.0,2021-10-14,2026-10-13,2026-10-13,True,"7 Bridge Street, Ox2 0Ba",OX2 0BA,7,Bridge st
21/01930/HMOADD,"84 Bennett Crescent, OX4 2UW",4.0,3.0,2022-01-10,2027-01-09,2027-01-09,True,"84 Bennett Crescent, Ox4 2Uw",OX4 2UW,84,Bennett Crescent
21/01931/HMOADD,"87 Magdalen Road, OX4 1RE",4.0,4.0,2021-08-07,2026-08-06,2026-08-06,True,"87 Magdalen Road, Ox4 1Re",OX4 1RE,87,Magdalen rd
21/01935/HMOMAN,"29 Williamson Way, OX4 4TT",5.0,,2021-08-09,2026-08-08,2026-08-08,True,"29 Williamson Way, Ox4 4Tt",OX4 4TT,29,Williamson Way
21/01936/HMOADD,"145 Crescent Road, OX4 2NY",4.0,4.0,2022-01-10,2027-01-09,2027-01-09,True,"145 Crescent Road, Ox4 2Ny",OX4 2NY,145,Crescent rd
21/01938/HMOADD,"22 Jeune Street, OX4 1BN",4.0,4.0,2021-10-18,2026-10-17,2026-10-17,True,"22 Jeune Street, Ox4 1Bn",OX4 1BN,22,Jeune st
21/01943/HMOADD,"26 Rowland Close, OX2 8PW",4.0,4.0,2021-10-18,2026-10-17,2026-10-17,True,"26 Rowland Close, Ox2 8Pw",OX2 8PW,26,Rowland cl
21/01946/HMOADD,"58 Hurst Street, OX4 1HD",4.0,4.0,2021-08-10,2026-08-09,2026-08-09,True,"58 Hurst Street, Ox4 1Hd",OX4 1HD,58,Hurst st
21/01947/HMOADD,"119 Hurst Street, OX4 1HE",4.0,,2021-08-11,2026-08-10,2026-08-10,True,"119 Hurst Street, Ox4 1He",OX4 1HE,119,Hurst st
21/01950/HMOADD,"1A Warneford Road, OX4 1LT",4.0,,2021-08-13,2026-08-12,2026-08-12,True,"1A Warneford Road, Ox4 1Lt",OX4 1LT,1A,Warneford rd
21/01958/HMOADD,"28 Lime Walk, OX3 7AE",4.0,4.0,2021-10-27,2026-10-26,2026-10-26,True,"28 Lime Walk, Ox3 7Ae",OX3 7AE,28,Lime Walk
21/01966/HMOADD,"73 Howard Street, OX4 3AY",3.0,3.0,2021-12-13,2026-12-12,2026-12-12,True,"73 Howard Street, Ox4 3Ay",OX4 3AY,73,Howard st
21/01970/HMOADD,"124 Lime Walk, OX3 7AF",4.0,4.0,2021-10-27,2026-10-26,2026-10-26,True,"124 Lime Walk, Ox3 7Af",OX3 7AF,124,Lime Walk
21/01994/HMOADD,"71 Howard Street, OX4 3AY",3.0,3.0,2021-12-13,2026-12-12,2026-12-12,True,"71 Howard Street, Ox4 3Ay",OX4 3AY,71,Howard st
21/01996/HMOADD,"128 Howard Street, OX4 3BG",4.0,4.0,2021-10-27,2026-10-26,2026-10-26,True,"128 Howard Street, Ox4 3Bg",OX4 3BG,128,Howard st
21/01998/HMOADD,"36 Hendred Street, OX4 2ED",4.0,3.0,2021-11-18,2026-11-17,2026-11-17,True,"36 Hendred Street, Ox4 2Ed",OX4 2ED,36,Hendred st
21/02021/HMOADD,"25B Western Road, OX1 4LF",3.0,3.0,2021-11-22,2026-11-21,2026-11-21,True,"25B Western Road, Ox1 4Lf",OX1 4LF,25B,Western rd
21/02023/HMOADD,"12 Mileway Gardens, OX3 7XH",3.0,3.0,2021-11-18,2026-11-17,2026-11-17,True,"12 Mileway Gardens, Ox3 7Xh",OX3 7XH,12,Mileway Gardens
21/02025/HMOADD,"138 Kingston Road, OX2 6RW",3.0,3.0,2021-11-22,2026-11-21,2026-11-21,True,"138 Kingston Road, Ox2 6Rw",OX2 6RW,138,Kingston rd
21/02037/HMOADD,"9 Charles Street, OX4 3AU",3.0,,2021-11-11,2026-11-10,2026-11-10,True,"9 Charles Street, Ox4 3Au",OX4 3AU,9,Charles st
21/02040/HMOADD,"6 St Barnabas Street, OX2 6BG",4.0,4.0,2021-10-15,2026-10-14,2026-10-14,True,"6 St Barnabas Street, Ox2 6Bg",OX2 6BG,6,st Barnabas st
21/02041/HMOADD,"2 Green Street, OX4 1YB",4.0,4.0,2021-10-14,2026-10-13,2026-10-13,True,"2 Green Street, Ox4 1Yb",OX4 1YB,2,Green st
21/02045/HMOADD,"200 Headley Way, OX3 7TA",4.0,4.0,2021-11-18,2026-11-17,2026-11-17,True,"200 Headley Way, Ox3 7Ta",OX3 7TA,200,Headley Way
21/02055/HMOADD,"41 Hobson Road, OX2 7JU",4.0,3.0,2021-11-18,2026-11-17,2026-11-17,True,"41 Hobson Road, Ox2 7Ju",OX2 7JU,41,Hobson rd
